company,job_title,job_type,experience_level,skills,skills_list,combined_text,combined_cleaned
Wayfair Inc.,"senior product manager, supplier advertising (machine learning)",Full Time,Senior-level,"['research', 'machine learning', 'ml models', 'privacy', 'engineering', 'economics']","['research', 'machine learning', 'ml models', 'privacy', 'engineering', 'economics']","senior product manager, supplier advertising (machine learning) Senior-level ['research', 'machine learning', 'ml models', 'privacy', 'engineering', 'economics']",senior product manager supplier advertising machine learning senior level research machine learning ml models privacy engineering economics
Experian,pessoa engenheira de machine learning jnior,Full Time,Entry-level,"['big data', 'hadoop', 'aws', 'machine learning', 'fintech', 'pipelines']","['big data', 'hadoop', 'aws', 'machine learning', 'fintech', 'pipelines']","pessoa engenheira de machine learning jnior Entry-level ['big data', 'hadoop', 'aws', 'machine learning', 'fintech', 'pipelines']",pessoa engenheira de machine learning jnior entry level big data hadoop aws machine learning fintech pipelines
Rec Room,quantitative research analyst,Full Time,Senior-level,"['research', 'genetics', 'data analysis', 'sql', 'market research', 'statistics']","['research', 'genetics', 'data analysis', 'sql', 'market research', 'statistics']","quantitative research analyst Senior-level ['research', 'genetics', 'data analysis', 'sql', 'market research', 'statistics']",quantitative research analyst senior level research genetics data analysis sql market research statistics
ActiveCampaign,"business intelligence engineer, analytics",Full Time,Senior-level,"['avro', 'architecture', 'big data', 'business intelligence', 'aws', 'airflow']","['avro', 'architecture', 'big data', 'business intelligence', 'aws', 'airflow']","business intelligence engineer, analytics Senior-level ['avro', 'architecture', 'big data', 'business intelligence', 'aws', 'airflow']",business intelligence engineer analytics senior level avro architecture big data business intelligence aws airflow
Bosch Group,gruppenleitung supply chain management & data analytics (w/m/div),Full Time,Senior-level,"['industrial', 'data analytics']","['industrial', 'data analytics']","gruppenleitung supply chain management & data analytics (w/m/div) Senior-level ['industrial', 'data analytics']",gruppenleitung supply chain management data analytics w m div senior level industrial data analytics
RYTE Corporation,senior data engineer,Full Time,Senior-level,"['agile', 'apis', 'architecture', 'big data', 'api development', 'azure']","['agile', 'apis', 'architecture', 'big data', 'api development', 'azure']","senior data engineer Senior-level ['agile', 'apis', 'architecture', 'big data', 'api development', 'azure']",senior data engineer senior level agile apis architecture big data api development azure
Visa,"staff data engineer (spark, python, hadoop)",Full Time,Senior-level,"['agile', 'data governance', 'clustering', 'architecture', 'big data', 'computer science']","['agile', 'data governance', 'clustering', 'architecture', 'big data', 'computer science']","staff data engineer (spark, python, hadoop) Senior-level ['agile', 'data governance', 'clustering', 'architecture', 'big data', 'computer science']",staff data engineer spark python hadoop senior level agile data governance clustering architecture big data computer science
Libertex Group,data architect (optional relocation to montenegro),Full Time,Mid-level,"['etl', 'data governance', 'architecture', 'data quality', 'classification', 'elt']","['etl', 'data governance', 'architecture', 'data quality', 'classification', 'elt']","data architect (optional relocation to montenegro) Mid-level ['etl', 'data governance', 'architecture', 'data quality', 'classification', 'elt']",data architect optional relocation to montenegro mid level etl data governance architecture data quality classification elt
bunq,data science intern - large language model,Internship,Entry-level,"['fintech', 'nlp', 'llms', 'engineering']","['fintech', 'nlp', 'llms', 'engineering']","data science intern - large language model Entry-level ['fintech', 'nlp', 'llms', 'engineering']",data science intern large language model entry level fintech nlp llms engineering
Visa,staff data scientist - nlp,Full Time,Senior-level,"['business analytics', 'apis', 'architecture', 'data analysis', 'computer science', 'airflow']","['business analytics', 'apis', 'architecture', 'data analysis', 'computer science', 'airflow']","staff data scientist - nlp Senior-level ['business analytics', 'apis', 'architecture', 'data analysis', 'computer science', 'airflow']",staff data scientist nlp senior level business analytics apis architecture data analysis computer science airflow
Capco,senior etl datastage developer,Full Time,Senior-level,"['etl', 'agile', 'data warehousing', 'banking', 'finance', 'jira']","['etl', 'agile', 'data warehousing', 'banking', 'finance', 'jira']","senior etl datastage developer Senior-level ['etl', 'agile', 'data warehousing', 'banking', 'finance', 'jira']",senior etl datastage developer senior level etl agile data warehousing banking finance jira
Verisk,junior data analyst,Full Time,Entry-level,"['data governance', 'data analytics', 'big data', 'sql', 'excel', 'python']","['data governance', 'data analytics', 'big data', 'sql', 'excel', 'python']","junior data analyst Entry-level ['data governance', 'data analytics', 'big data', 'sql', 'excel', 'python']",junior data analyst entry level data governance data analytics big data sql excel python
Crunchyroll Inc.,"data analyst, product",Full Time,No Experience,"['kpis', 'amplitude', 'data analysis', 'data visualization', 'python', 'r']","['kpis', 'amplitude', 'data analysis', 'data visualization', 'python', 'r']","data analyst, product No Experience ['kpis', 'amplitude', 'data analysis', 'data visualization', 'python', 'r']",data analyst product no experience kpis amplitude data analysis data visualization python r
Seldon,"mlops engineer, llm",Full Time,Senior-level,"['huggingface', 'llms', 'mlops', 'computer science', 'machine learning', 'ml models']","['huggingface', 'llms', 'mlops', 'computer science', 'machine learning', 'ml models']","mlops engineer, llm Senior-level ['huggingface', 'llms', 'mlops', 'computer science', 'machine learning', 'ml models']",mlops engineer llm senior level huggingface llms mlops computer science machine learning ml models
Deutsche Telekom IT Solutions,data engineer - data warehousing (sql/python) ref1478z-german speaking,Full Time,Entry-level,"['etl', 'gitlab', 'data warehousing', 'sql', 'python']","['etl', 'gitlab', 'data warehousing', 'sql', 'python']","data engineer - data warehousing (sql/python) ref1478z-german speaking Entry-level ['etl', 'gitlab', 'data warehousing', 'sql', 'python']",data engineer data warehousing sql python ref1478z german speaking entry level etl gitlab data warehousing sql python
ICEYE,senior data engineer,Full Time,Mid-level,"['ansible', 'apis', 'architecture', 'cd', 'aws', 'api development', 'ci']","['ansible', 'apis', 'architecture', 'cd', 'aws', 'api development', 'ci']","senior data engineer Mid-level ['ansible', 'apis', 'architecture', 'cd', 'aws', 'api development', 'ci']",senior data engineer mid level ansible apis architecture cd aws api development ci
Roofstock,business intelligence analyst,Full Time,Senior-level,"['data governance', 'data analysis', 'data warehouse', 'computer science', 'data visualization', 'business intelligence']","['data governance', 'data analysis', 'data warehouse', 'computer science', 'data visualization', 'business intelligence']","business intelligence analyst Senior-level ['data governance', 'data analysis', 'data warehouse', 'computer science', 'data visualization', 'business intelligence']",business intelligence analyst senior level data governance data analysis data warehouse computer science data visualization business intelligence
Kalles Group,senior consultant - azure data engineer,Full Time,Senior-level,"['agile', 'data governance', 'apis', 'databricks', 'machine learning', 'azure']","['agile', 'data governance', 'apis', 'databricks', 'machine learning', 'azure']","senior consultant - azure data engineer Senior-level ['agile', 'data governance', 'apis', 'databricks', 'machine learning', 'azure']",senior consultant azure data engineer senior level agile data governance apis databricks machine learning azure
Visa,"director, data engineering",Full Time,Executive-level,"['kafka', 'architecture', 'big data', 'hadoop', 'computer science', 'engineering']","['kafka', 'architecture', 'big data', 'hadoop', 'computer science', 'engineering']","director, data engineering Executive-level ['kafka', 'architecture', 'big data', 'hadoop', 'computer science', 'engineering']",director data engineering executive level kafka architecture big data hadoop computer science engineering
Aledade,"business intelligence analytics lead, (permanent remote)",Full Time,No Experience,"['data management', 'architecture', 'data warehouse', 'data quality', 'business intelligence', 'engineering']","['data management', 'architecture', 'data warehouse', 'data quality', 'business intelligence', 'engineering']","business intelligence analytics lead, (permanent remote) No Experience ['data management', 'architecture', 'data warehouse', 'data quality', 'business intelligence', 'engineering']",business intelligence analytics lead permanent remote no experience data management architecture data warehouse data quality business intelligence engineering
