company,job_title,job_type,experience_level,skills
Ada,"senior backend engineer, ml research",Full Time,Senior-level,"['kubernetes', 'apis', 'architecture', 'cx', 'machine learning', 'engineering']"
PSI CRO,salesforce administrator/data specialist,Full Time,Senior-level,"['power bi', 'data governance', 'computer science', 'research']"
Mindex,data engineer - remote (req 515),Full Time,Mid-level,"['computer science', 'architecture', 'testing', 'sql']"
Adyen,vp engineering - machine learning,Full Time,Executive-level,"['research', 'big data', 'machine learning', 'ml models', 'classification', 'engineering']"
Ripple,"senior product manager, automation & machine learning",Full Time,Senior-level,"['machine learning', 'crypto', 'privacy', 'fintech', 'blockchain', 'engineering']"
Digital Uncut,data analyst (remote uk),Full Time,Mid-level,"['etl', 'data warehousing', 'data studio', 'data warehouse', 'looker', 'engineering']"
Nielsen,"director, trust & panel data integrity",Full Time,Executive-level,"['genetics', 'security', 'data analytics', 'statistics', 'devops', 'engineering']"
Allegro,data scientist (data science hub),Full Time,No Experience,"['causal inference', 'data analysis', 'big data', 'bigquery', 'computer science', 'bayesian']"
Moloco,machine learning engineer intern,Internship,Entry-level,"['data pipelines', 'bigtable', 'bigquery', 'computer science', 'dataflow', 'engineering']"
Contentsquare,marketing data analyst,Full Time,Senior-level,"['data analysis', 'computer science', 'data visualization', 'data quality', 'engineering', 'elt']"
Petlab Co.,graduate analytics engineer,Full Time,Entry-level,"['data pipelines', 'apis', 'data analytics', 'bigquery', 'cd', 'data quality', 'ci']"
Amazon.com,"business intelligence engineer, advertising trust data",Full Time,Senior-level,"['dynamodb', 'data mining', 'data warehouse', 'aws', 'data visualization', 'business intelligence']"
WHOOP,senior research scientist,Full Time,Senior-level,"['r', 'deep learning', 'machine learning', 'data visualization', 'python', 'mathematics']"
Bosch Group,ai solution cluster manager,Full Time,Senior-level,"['phd', 'data analytics', 'architecture', 'aws', 'machine learning', 'azure']"
Cuberg,"senior battery modeling engineer, data",Full Time,Mid-level,"['r', 'matlab', 'physics', 'phd', 'python', 'engineering']"
OpenAI,software engineer model inference,Full Time,Senior-level,"['dalle', 'apis', 'architecture', 'chatgpt', 'agi', 'azure']"
Zoox,"backend software engineer, data engineering",Full Time,Senior-level,"['data pipelines', 'airflow', 'databricks', 'bigquery', 'aws', 'business intelligence']"
Vial,clinical data manager,Full Time,No Experience,"['excel', 'data management', 'gcp', 'statistics']"
Roblox,"senior/principal ml engineer, content understanding",Full Time,Senior-level,"['deep learning', 'genetics', 'architecture', 'model inference', 'machine learning', 'computer vision']"
GOURMEY,data science intern,Internship,Entry-level,"['agile', 'json', 'data management', 'data analytics', 'python', 'engineering']"
Databricks,delivery solutions architect big data,Full Time,Senior-level,"['data warehousing', 'architecture', 'databricks', 'big data', 'engineering', 'consulting']"
OKX,sr data product manager - trading experience,Full Time,Senior-level,"['agile', 'amplitude', 'data analysis', 'computer science', 'crypto', 'blockchain']"
Surprise.com,"data scientist, poland",Full Time,Senior-level,"['b testing', 'agile', 'cd', 'computer science', 'ci', 'data visualization', 'a', 'docker']"
Block,"staff machine learning engineer (modeling), risk",Full Time,Senior-level,"['banking', 'architecture', 'big data', 'aws', 'computer science', 'blockchain']"
M-KOPA,business intelligence analyst,Full Time,Senior-level,"['data analytics', 'data analysis', 'data mining', 'data visualization', 'business intelligence', 'economics']"
Paytm,hr ( data analyst) - junior manager,Full Time,Entry-level,"['agile', 'data management', 'banking', 'data studio', 'excel', 'fintech']"
"Fastly, Inc.",senior people data analyst - workday,Full Time,Senior-level,"['agile', 'data governance', 'business analytics', 'apis', 'computer science', 'business intelligence']"
Anduril Industries,logistics lead - imaging,Full Time,No Experience,"['computer vision', 'glove']"
Mitek Systems,machine learning researcher (internship),Internship,Entry-level,"['deep learning', 'machine learning', 'linux', 'computer vision', 'git', 'docker']"
Bosch Group,function developer - artificial intelligence/machine learning in automobile applications,Full Time,Senior-level,"['deep learning', 'matlab', 'machine learning', 'computer vision', 'python', 'engineering']"
Verisk,sr research analyst - lng,Full Time,Senior-level,"['research', 'machine learning', 'privacy', 'consulting', 'economics']"
Amazon.com,"sr business analyst, digital services business intelligence (dsbi)",Full Time,Senior-level,"['ecommerce', 'cx', 'data visualization', 'data quality', 'business intelligence', 'engineering']"
dentsu international,data scientist,Full Time,Senior-level,"['causal inference', 'ecommerce', 'data analytics', 'machine learning', 'engineering', 'economics']"
Jellyfish,senior data analyst,Full Time,Senior-level,"['agile', 'data analytics', 'data analysis', 'data studio', 'aws', 'azure']"
Tiger Analytics,data engineer,Full Time,Mid-level,"['data pipelines', 'architecture', 'aws', 'azure', 'consulting firm', 'consulting']"
People Can Fly,lead ai programmer - remote,Full Time,Executive-level,"['research', 'architecture', 'jira', 'oop', 'engineering', 'mathematics']"
Sportradar,lead data scientist,Full Time,No Experience,"['data analytics', 'data analysis', 'big data', 'computer science', 'linux', 'engineering']"
NielsenIQ,engineer (mid- data engineer),Full Time,Senior-level,"['agile', 'apis', 'big data', 'business intelligence', 'azure', 'airflow']"
Standard Bank Group,data scientist (machine learning modelling),Full Time,Senior-level,"['data analytics', 'data analysis', 'credit risk', 'data mining', 'econometrics', 'engineering']"
Magno IT Recruitment,4295 senior data analyst,Full Time,Senior-level,"['spark', 'agile', 'scrum', 'business intelligence']"
OKX,senior manager (project & data management),Full Time,Senior-level,"['research', 'data management', 'finance', 'data analysis', 'crypto', 'blockchain']"
Kin + Carta,senior spark data engineer,Full Time,Senior-level,"['apis', 'architecture', 'aws', 'angular', 'azure', 'airflow']"
Experian,pessoa engenheira de machine learning snior,Full Time,Entry-level,"['deep learning', 'pytorch', 'machine learning', 'fintech', 'python', 'r']"
Clari,"senior software engineer, data platform - remote",Full Time,Senior-level,"['etl', 'agile', 'kpis', 'apis', 'aws', 'engineering']"
Tesco Bengaluru,senior applied data scientist,Full Time,Senior-level,"['github', 'finance', 'data analysis', 'cx', 'excel', 'engineering']"
Raft,senior data engineer,Full Time,Senior-level,"['flink', 'kafka', 'elasticsearch', 'golang', 'distributed systems', 'airflow']"
Boldr,senior data engineer,Full Time,Mid-level,"['data management', 'data pipelines', 'data mining', 'computer science', 'data quality', 'engineering']"
Agriaku,lead data analyst,Full Time,Senior-level,"['b testing', 'finance', 'amplitude', 'data studio', 'data visualization', 'looker', 'a']"
Hopper,senior machine learning engineer- price freeze (100 remote),Full Time,Senior-level,"['kubernetes', 'amplitude', 'bigquery', 'data visualization', 'fintech', 'docker']"
Dashlane,data engineer,Full Time,Senior-level,"['etl', 'data governance', 'aws', 'data quality', 'airflow', 'engineering']"
Sand Cherry Associates,data architect,Full Time,Mid-level,"['data management', 'data analytics', 'architecture', 'computer science', 'data visualization', 'consulting']"
SIXT,(senior) director data science for pricing / yield management (m/f/d),Full Time,Executive-level,"['cx', 'ml models', 'machine learning', 'engineering']"
24-7 Intouch,data analyst,Full Time,Mid-level,"['data analytics', 'data mining', 'computer science', 'excel', 'mathematics', 'economics']"
Bosch Group,big data engineer hadoop,Full Time,Entry-level,"['agile', 'data pipelines', 'elasticsearch', 'big data', 'data warehouse', 'airflow']"
Roblox,senior machine learning engineer - search,Full Time,Senior-level,"['deep learning', 'genetics', 'computer science', 'machine learning', 'nlp', 'engineering']"
Publicis Groupe,senior associate data engineering l1,Full Time,Mid-level,"['data pipelines', 'bigtable', 'databricks', 'bigquery', 'computer science', 'azure']"
Impact,big data infrastructure engineer,Full Time,Senior-level,"['ansible', 'genetics', 'architecture', 'gcp', 'big data', 'bigquery']"
CI&T,"job- 10566 senior data visualization analyst, brazil",Full Time,Senior-level,"['data pipelines', 'architecture', 'cx', 'data visualization', 'azure', 'engineering']"
Bosch Group,natural language processing intern,Internship,Entry-level,"['deep learning', 'apis', 'autonomous driving', 'big data', 'computer science', 'circuit design']"
Plan-S Satellite and Space Technologies,satellite image processing and ai engineer,Full Time,Mid-level,"['deep learning', 'mathematics', 'computer science', 'machine learning', 'linux', 'engineering']"
KNOREX,data engineer (hybrid),Full Time,Mid-level,"['node.js', 'apis', 'data analytics', 'mongodb', 'python', 'engineering']"
Culture Amp,"lead/principal product manager, ai/ml",Full Time,Senior-level,"['research', 'machine learning', 'engineering']"
Bosch Group,senior data engineer - data scientist (f/m/div),Full Time,Senior-level,"['architecture', 'big data', 'cd', 'computer science', 'azure', 'ci', 'airflow']"
Xtremax,machine learning / ai engineer (indonesia),Full Time,Mid-level,"['computer science', 'research', 'machine learning', 'python']"
Toyota Research Institute,research scientist,Full Time,Senior-level,"['icml', 'aws', 'computer science', 'iclr', 'chemistry', 'engineering']"
Worldcoin,senior analytics engineer,Full Time,Senior-level,"['architecture', 'computer science', 'looker', 'blockchain', 'business intelligence', 'engineering']"
PlayStation Global,lead partner commerce analyst (business intelligence),Full Time,Senior-level,"['data analytics', 'data analysis', 'data mining', 'computer science', 'privacy', 'business intelligence']"
Experian,data science consultant,Full Time,No Experience,"['mathematics', 'data mining', 'computer science', 'machine learning', 'data quality', 'engineering']"
Starschema,bi developer,Full Time,Entry-level,"['etl', 'data warehouse', 'azure', 'informatica', 'business intelligence', 'engineering']"
SoFi,"senior manager, data engineering",Full Time,Senior-level,"['data governance', 'data management', 'architecture', 'computer science', 'dataops', 'airflow']"
Octopus Energy,junior data scientist,Full Time,Entry-level,"['agile', 'aws', 'excel', 'machine learning', 'numpy', 'pandas']"
Bosch Group,data engineer oracle,Full Time,Senior-level,"['agile', 'architecture', 'big data', 'business intelligence', 'azure', 'airflow']"
Numberly,data engineer,Full Time,Entry-level,"['devops', 'apis', 'data analytics', 'aws', 'dataops', 'airflow']"
Allegro,data analyst (s&op),Full Time,Senior-level,"['power bi', 'ecommerce', 'gcp', 'data studio', 'hadoop', 'excel']"
Bosch Group,graduate motorsport data analyse and engineer,Full Time,Entry-level,"['agile', 'data analytics', 'data analysis', 'computer science', 'engineering', 'economics']"
Veeva Systems,data operations manager - link,Full Time,No Experience,"['data governance', 'kpis', 'research', 'phd', 'dataops', 'engineering']"
SecurityScorecard,vp of data science,Full Time,Executive-level,"['data analytics', 'architecture', 'cx', 'data mining', 'aws', 'computer science']"
Standard Bank Group,"manager, data science (machine learning)",Full Time,Entry-level,"['data analytics', 'data analysis', 'credit risk', 'data mining', 'aws', 'azure']"
InMobi,data scientist iv,Full Time,Executive-level,"['agile', 'genetics', 'big data', 'computer science', 'engineering', 'economics']"
Wolt,data science - machine learning engineer,Full Time,Senior-level,"['kubernetes', 'mlops', 'machine learning', 'python', 'engineering', 'docker']"
Palo Alto Networks,principal machine learning engineer (dlp),Full Time,Senior-level,"['deep learning', 'aws', 'computer science', 'computer vision', 'engineering', 'docker']"
Verisk,data engineer i (bld),Full Time,Senior-level,"['apis', 'architecture', 'data analysis', 'big data', 'cd', 'aws', 'ci']"
Block,"senior data science manager, marketing",Full Time,Senior-level,"['airflow', 'banking', 'bigquery', 'crypto', 'blockchain', 'engineering']"
"Flagship Pioneering, Inc.","scientist i, computational biology",Full Time,Senior-level,"['biology', 'ecs', 'aws', 'computer science', 'ec2', 'bayesian']"
66degrees,"data analytics architect, multi-instance",Full Time,Senior-level,"['apis', 'architecture', 'data analytics', 'big data', 'computer science', 'business intelligence']"
